cause,date,canine,state
Heart attack,2/2/1974,FALSE, IN
Automobile accident,1/22/1974,FALSE, IN
Heart attack,10/28/1973,FALSE, IN
Gunfire (Accidental),2/24/1973,FALSE, IN
Automobile accident,12/22/1972,FALSE, IN
Gunfire,11/2/1972,FALSE, IN
Gunfire,9/10/1972,FALSE, IN
Vehicle pursuit,6/26/1972,FALSE, IN
Gunfire,2/24/1972,FALSE, IN
Gunfire,11/12/1971,FALSE, IN
Gunfire,4/26/1971,FALSE, IN
Gunfire,2/20/1971,FALSE, IN
Gunfire,2/20/1971,FALSE, IN
Gunfire,6/14/1970,FALSE, IN
Gunfire,6/7/1970,FALSE, IN
Gunfire,6/7/1970,FALSE, IN
Gunfire,6/2/1970,FALSE, IN
Vehicular assault,3/27/1970,FALSE, IN
Gunfire,7/17/1969,FALSE, IN
Heart attack,7/1/1969,FALSE, IN
Heart attack,6/18/1969,FALSE, IN
Gunfire,3/30/1969,FALSE, IN
Gunfire,1/11/1969,FALSE, IN
Vehicle pursuit,10/26/1968,FALSE, IN
Gunfire,5/25/1968,FALSE, IN
Vehicular assault,12/17/1967,FALSE, IN
Automobile accident,12/11/1967,FALSE, IN
Gunfire,10/11/1967,FALSE, IN
Struck by vehicle,9/27/1967,FALSE, IN
Gunfire,9/17/1967,FALSE, IN
Motorcycle accident,8/19/1967,FALSE, IN
Vehicle pursuit,7/15/1967,FALSE, IN
Gunfire,12/18/1966,FALSE, IN
Vehicle pursuit,9/16/1966,FALSE, IN
Gunfire,6/11/1966,FALSE, IN
Vehicle pursuit,4/12/1966,FALSE, IN
Gunfire,10/12/1965,FALSE, IN
Gunfire,9/7/1965,FALSE, IN
Gunfire,3/9/1965,FALSE, IN
Gunfire,12/21/1964,FALSE, IN
Vehicle pursuit,11/13/1964,FALSE, IN
Automobile accident,8/4/1964,FALSE, IN
Assault,3/8/1964,FALSE, IN
Automobile accident,12/20/1963,FALSE, IN
Heart attack,7/4/1963,FALSE, IN
Struck by vehicle,9/5/1962,FALSE, IN
Automobile accident,6/8/1962,FALSE, IN
Automobile accident,5/25/1962,FALSE, IN
Struck by vehicle,3/4/1962,FALSE, IN
Gunfire,11/28/1961,FALSE, IN
Gunfire,11/7/1961,FALSE, IN
Gunfire,6/1/1961,FALSE, IN
Vehicle pursuit,5/29/1961,FALSE, IN
Gunfire,4/16/1961,FALSE, IN
Gunfire,2/7/1961,FALSE, IN
Gunfire,1/18/1961,FALSE, IN
Gunfire,1/1/1961,FALSE, IN
Automobile accident,2/23/1960,FALSE, IN
Automobile accident,12/14/1959,FALSE, IN
Struck by vehicle,2/27/1959,FALSE, IN
Automobile accident,5/27/1958,FALSE, IN
Gunfire,9/30/1957,FALSE, IN
Gunfire,3/18/1957,FALSE, IN
Gunfire,12/6/1956,FALSE, IN
Heart attack,10/25/1956,FALSE, IN
Struck by vehicle,1/28/1956,FALSE, IN
Aircraft accident,9/5/1955,FALSE, IN
Gunfire,8/31/1955,FALSE, IN
Gunfire,8/4/1955,FALSE, IN
Heart attack,7/13/1955,FALSE, IN
Vehicle pursuit,3/25/1955,FALSE, IN
Automobile accident,1/26/1955,FALSE, IN
Automobile accident,12/31/1954,FALSE, IN
Accidental,3/29/1954,FALSE, IN
Vehicle pursuit,2/4/1954,FALSE, IN
Gunfire,11/26/1953,FALSE, IN
Vehicle pursuit,9/8/1953,FALSE, IN
Gunfire,4/24/1953,FALSE, IN
Struck by vehicle,3/9/1953,FALSE, IN
Gunfire,1/31/1953,FALSE, IN
Gunfire,7/23/1952,FALSE, IN
Automobile accident,9/8/1951,FALSE, IN
Gunfire,6/26/1951,FALSE, IN
Automobile accident,6/25/1951,FALSE, IN
Gunfire,6/22/1949,FALSE, IN
Vehicular assault,10/2/1948,FALSE, IN
Motorcycle accident,7/28/1948,FALSE, IN
Struck by vehicle,7/4/1947,FALSE, IN
Gunfire (Accidental),1/30/1947,FALSE, IN
Gunfire,1/13/1947,FALSE, IN
Gunfire,1/11/1947,FALSE, IN
Gunfire,12/5/1946,FALSE, IN
Gunfire (Accidental),7/17/1945,FALSE, IN
Gunfire,6/20/1945,FALSE, IN
Gunfire (Accidental),6/2/1943,FALSE, IN
Gunfire,1/19/1943,FALSE, IN
Gunfire,1/1/1943,FALSE, IN
Vehicular assault,12/19/1942,FALSE, IN
Vehicle pursuit,10/9/1942,FALSE, IN
Automobile accident,8/27/1942,FALSE, IN
Automobile accident,4/22/1942,FALSE, IN
Vehicle pursuit,1/29/1942,FALSE, IN
Struck by vehicle,8/9/1941,FALSE, IN
Automobile accident,5/17/1941,FALSE, IN
Accidental,8/15/1940,FALSE, IN
Gunfire,9/20/1938,FALSE, IN
Electrocuted,7/11/1938,FALSE, IN
Gunfire,6/28/1938,FALSE, IN
Electrocuted,6/28/1938,FALSE, IN
Motorcycle accident,5/29/1938,FALSE, IN
Gunfire,12/3/1937,FALSE, IN
Gunfire,5/27/1937,FALSE, IN
Vehicular assault,5/16/1937,FALSE, IN
Gunfire,7/16/1936,FALSE, IN
Gunfire,4/27/1936,FALSE, IN
Gunfire,12/18/1935,FALSE, IN
Gunfire,11/25/1935,FALSE, IN
Automobile accident,10/14/1935,FALSE, IN
Motorcycle accident,8/8/1935,FALSE, IN
Automobile accident,2/7/1935,FALSE, IN
Gunfire,8/3/1934,FALSE, IN
Struck by vehicle,7/23/1934,FALSE, IN
Gunfire,6/30/1934,FALSE, IN
Gunfire,6/6/1934,FALSE, IN
Gunfire,6/5/1934,FALSE, IN
Gunfire,5/24/1934,FALSE, IN
Gunfire,5/24/1934,FALSE, IN
Gunfire,1/15/1934,FALSE, IN
Gunfire,12/20/1933,FALSE, IN
Automobile accident,9/15/1933,FALSE, IN
Gunfire,6/18/1933,FALSE, IN
Gunfire,5/27/1933,FALSE, IN
Gunfire,5/27/1933,FALSE, IN
Gunfire,2/7/1933,FALSE, IN
Gunfire,1/16/1933,FALSE, IN
Gunfire,10/3/1932,FALSE, IN
Gunfire (Accidental),7/19/1932,FALSE, IN
Gunfire,7/1/1932,FALSE, IN
Gunfire,4/24/1932,FALSE, IN
Gunfire,3/31/1932,FALSE, IN
Vehicle pursuit,2/27/1932,FALSE, IN
Struck by vehicle,9/16/1931,FALSE, IN
Gunfire,8/4/1931,FALSE, IN
Gunfire,4/25/1931,FALSE, IN
Gunfire,3/15/1931,FALSE, IN
Gunfire,2/3/1931,FALSE, IN
Gunfire,1/4/1931,FALSE, IN
Gunfire,1/3/1931,FALSE, IN
Gunfire,12/30/1930,FALSE, IN
Gunfire,12/4/1930,FALSE, IN
Gunfire,10/15/1930,FALSE, IN
Motorcycle accident,6/10/1930,FALSE, IN
Motorcycle accident,3/14/1930,FALSE, IN
Struck by vehicle,3/12/1930,FALSE, IN
Gunfire,12/31/1929,FALSE, IN
Gunfire,11/30/1929,FALSE, IN
Gunfire,10/12/1929,FALSE, IN
Gunfire,10/9/1929,FALSE, IN
Gunfire,8/26/1929,FALSE, IN
Vehicle pursuit,7/24/1929,FALSE, IN
Struck by vehicle,12/24/1928,FALSE, IN
Gunfire,11/25/1928,FALSE, IN
Gunfire,9/18/1928,FALSE, IN
Gunfire,9/14/1928,FALSE, IN
Gunfire,7/18/1928,FALSE, IN
Gunfire,3/6/1928,FALSE, IN
Vehicle pursuit,3/2/1928,FALSE, IN
Gunfire,2/8/1928,FALSE, IN
Gunfire,2/8/1928,FALSE, IN
Gunfire,11/1/1927,FALSE, IN
Gunfire,5/9/1927,FALSE, IN
Gunfire,2/17/1927,FALSE, IN
Gunfire,9/18/1926,FALSE, IN
Gunfire,7/9/1926,FALSE, IN
Gunfire,5/31/1926,FALSE, IN
Drowned,4/27/1926,FALSE, IN
Drowned,4/27/1926,FALSE, IN
Gunfire,4/1/1926,FALSE, IN
Gunfire,3/10/1926,FALSE, IN
Gunfire,1/24/1926,FALSE, IN
Gunfire,12/24/1925,FALSE, IN
Gunfire,9/21/1925,FALSE, IN
Gunfire,1/25/1925,FALSE, IN
Gunfire,12/13/1924,FALSE, IN
Assault,11/23/1924,FALSE, IN
Vehicle pursuit,10/22/1924,FALSE, IN
Gunfire,8/6/1924,FALSE, IN
Gunfire,8/1/1924,FALSE, IN
Gunfire,4/20/1924,FALSE, IN
Gunfire,1/23/1924,FALSE, IN
Motorcycle accident,12/25/1923,FALSE, IN
Gunfire,9/30/1923,FALSE, IN
Gunfire,9/23/1923,FALSE, IN
Gunfire,9/22/1923,FALSE, IN
Gunfire,8/20/1923,FALSE, IN
Gunfire,6/17/1923,FALSE, IN
Gunfire,3/7/1923,FALSE, IN
Motorcycle accident,12/15/1922,FALSE, IN
Gunfire,11/27/1922,FALSE, IN
Gunfire,9/23/1922,FALSE, IN
Gunfire,2/9/1922,FALSE, IN
Gunfire,2/4/1922,FALSE, IN
Gunfire,1/3/1922,FALSE, IN
Gunfire,9/16/1921,FALSE, IN
Assault,5/8/1921,FALSE, IN
Gunfire,5/3/1921,FALSE, IN
Gunfire,5/3/1921,FALSE, IN
Gunfire,1/10/1921,FALSE, IN
Gunfire,3/4/1920,FALSE, IN
Struck by train,2/9/1920,FALSE, IN
Gunfire,9/10/1919,FALSE, IN
Gunfire,8/13/1919,FALSE, IN
Gunfire,1/23/1919,FALSE, IN
Assault,1/21/1919,FALSE, IN
Gunfire,8/1/1918,FALSE, IN
Fall,1/23/1918,FALSE, IN
Gunfire,1/30/1917,FALSE, IN
Gunfire,12/1/1916,FALSE, IN
Gunfire,7/8/1916,FALSE, IN
Gunfire,7/8/1916,FALSE, IN
Gunfire,6/23/1916,FALSE, IN
Gunfire,5/22/1916,FALSE, IN
Gunfire,2/7/1915,FALSE, IN
Gunfire,1/16/1915,FALSE, IN
Gunfire,1/16/1915,FALSE, IN
Gunfire (Accidental),1/15/1915,FALSE, IN
Gunfire,11/13/1914,FALSE, IN
Gunfire,10/8/1914,FALSE, IN
Gunfire,8/11/1914,FALSE, IN
Gunfire,6/14/1914,FALSE, IN
Automobile accident,10/18/1913,FALSE, IN
Automobile accident,10/18/1913,FALSE, IN
Gunfire,5/11/1913,FALSE, IN
Electrocuted,8/30/1912,FALSE, IN
Gunfire,3/28/1912,FALSE, IN
Assault,11/22/1911,FALSE, IN
Electrocuted,6/4/1911,FALSE, IN
Gunfire,5/26/1911,FALSE, IN
Gunfire,3/6/1911,FALSE, IN
Gunfire,3/4/1911,FALSE, IN
Gunfire,4/19/1910,FALSE, IN
Heat exhaustion,6/7/1909,FALSE, IN
Gunfire,4/2/1908,FALSE, IN
Gunfire,2/25/1908,FALSE, IN
Gunfire,10/5/1907,FALSE, IN
Gunfire,6/7/1907,FALSE, IN
Gunfire,10/2/1906,FALSE, IN
Gunfire,9/30/1906,FALSE, IN
Electrocuted,7/14/1906,FALSE, IN
Gunfire,3/31/1906,FALSE, IN
Assault,5/1/1905,FALSE, IN
Gunfire,4/9/1905,FALSE, IN
Gunfire,11/26/1903,FALSE, IN
Gunfire,9/23/1903,FALSE, IN
Gunfire,7/4/1903,FALSE, IN
Gunfire,11/1/1900,FALSE, IN
Gunfire,6/8/1900,FALSE, IN
Gunfire,1899-12-07,FALSE, IN
Gunfire,1897-04-28,FALSE, IN
Gunfire,1896-04-25,FALSE, IN
Gunfire,1896-04-25,FALSE, IN
Gunfire,1895-12-25,FALSE, IN
Stabbed,1893-12-23,FALSE, IN
Fall,1893-09-09,FALSE, IN
Stabbed,1892-08-10,FALSE, IN
Gunfire,1892-04-09,FALSE, IN
Gunfire,1888-12-11,FALSE, IN
Gunfire,1888-10-27,FALSE, IN
Gunfire,1887-05-23,FALSE, IN
Gunfire,1886-09-27,FALSE, IN
Gunfire (Accidental),1886-05-11,FALSE, IN
Gunfire,1885-06-01,FALSE, IN
Assault,1884-03-05,FALSE, IN
Gunfire,1882-08-28,FALSE, IN
Gunfire,1880-10-10,FALSE, IN
Gunfire,1878-10-11,FALSE, IN
Gunfire,1877-08-22,FALSE, IN
Gunfire,1875-01-20,FALSE, IN
Gunfire,1874-05-11,FALSE, IN
Gunfire,1862-04-14,FALSE, IN
Gunfire,1842-05-19,FALSE, IN
Stabbed,1834-01-23,FALSE, IN
Stabbed,1824-11-11,FALSE, IN
Gunfire,5/9/2016,FALSE, KS
Heart attack,10/27/2014,FALSE, KS
Gunfire,9/7/2014,FALSE, KS
Gunfire,12/16/2012,FALSE, KS
Gunfire,12/16/2012,FALSE, KS
Gunfire,12/9/2011,FALSE, KS
Automobile accident,7/23/2010,FALSE, KS
Accidental,6/26/2010,FALSE, KS
Gunfire,9/28/2009,FALSE, KS
Weather/Natural disaster,5/8/2007,FALSE, KS
Gunfire,10/26/2006,FALSE, KS
Automobile accident,1/13/2006,FALSE, KS
Gunfire,4/9/2005,FALSE, KS
Gunfire,1/19/2005,FALSE, KS
Automobile accident,9/23/2003,FALSE, KS
Gunfire,12/3/2001,FALSE, KS
Explosion,11/4/2000,FALSE, KS
Aircraft accident,6/13/2000,FALSE, KS
Aircraft accident,6/13/2000,FALSE, KS
Gunfire,3/1/2000,FALSE, KS
Gunfire,2/18/2000,TRUE, KS
Gunfire,11/16/1999,FALSE, KS
Gunfire,11/16/1999,TRUE, KS
Heart attack,6/29/1998,FALSE, KS
Vehicular assault,6/11/1998,FALSE, KS
Stabbed,4/18/1997,FALSE, KS
Gunfire,1/8/1996,FALSE, KS
Gunfire,10/12/1995,FALSE, KS
Struck by vehicle,9/6/1995,FALSE, KS
Drowned,6/25/1995,FALSE, KS
Vehicle pursuit,4/9/1995,FALSE, KS
Gunfire,3/19/1995,FALSE, KS
Automobile accident,11/26/1993,FALSE, KS
Assault,5/23/1993,FALSE, KS
Vehicular assault,7/13/1991,FALSE, KS
Gunfire,5/12/1991,FALSE, KS
Vehicular assault,8/1/1989,FALSE, KS
Gunfire,2/3/1988,FALSE, KS
Duty related illness,4/27/1986,FALSE, KS
Gunfire,1/31/1986,FALSE, KS
Vehicular assault,1/26/1985,FALSE, KS
Vehicle pursuit,8/4/1984,FALSE, KS
Heart attack,3/29/1983,FALSE, KS
Gunfire,8/9/1982,FALSE, KS
Vehicle pursuit,4/19/1982,FALSE, KS
Struck by vehicle,1/5/1982,FALSE, KS
Stabbed,10/11/1981,FALSE, KS
Gunfire,7/11/1981,FALSE, KS
Gunfire,11/8/1980,FALSE, KS
Stabbed,7/6/1980,FALSE, KS
Gunfire,5/22/1979,FALSE, KS
Automobile accident,5/19/1979,FALSE, KS
Assault,8/19/1978,FALSE, KS
Gunfire (Accidental),7/28/1978,FALSE, KS
Gunfire,5/24/1978,FALSE, KS
Automobile accident,8/11/1977,FALSE, KS
Automobile accident,11/26/1976,FALSE, KS
Stabbed,10/19/1976,FALSE, KS
Heart attack,8/25/1976,FALSE, KS
Gunfire,5/25/1976,FALSE, KS
Automobile accident,5/9/1976,FALSE, KS
Gunfire (Accidental),10/30/1975,FALSE, KS
Gunfire,6/13/1975,FALSE, KS
Aircraft accident,11/1/1974,FALSE, KS
Gunfire,10/31/1974,FALSE, KS
Heart attack,5/8/1974,FALSE, KS
Gunfire,10/2/1973,FALSE, KS
Gunfire,4/15/1973,FALSE, KS
Gunfire,9/15/1972,FALSE, KS
Automobile accident,4/3/1971,FALSE, KS
Gunfire,1/8/1969,FALSE, KS
Heart attack,11/29/1968,FALSE, KS
Gunfire,1/19/1968,FALSE, KS
Automobile accident,5/28/1967,FALSE, KS
Vehicular assault,12/9/1964,FALSE, KS
Automobile accident,1/17/1964,FALSE, KS
Gunfire,8/5/1963,FALSE, KS
Gunfire,10/26/1962,FALSE, KS
Heart attack,9/23/1962,FALSE, KS
Gunfire,7/14/1962,FALSE, KS
Heart attack,7/4/1962,FALSE, KS
Electrocuted,8/28/1960,FALSE, KS
Heart attack,1/17/1960,FALSE, KS
Automobile accident,10/6/1959,FALSE, KS
Gunfire,3/19/1957,FALSE, KS
Vehicular assault,3/4/1956,FALSE, KS
Automobile accident,11/19/1955,FALSE, KS
Gunfire,4/11/1955,FALSE, KS
Vehicular assault,11/24/1954,FALSE, KS
Gunfire,8/29/1954,FALSE, KS
Gunfire,6/20/1954,FALSE, KS
Heart attack,9/17/1952,FALSE, KS
Gunfire,6/23/1952,FALSE, KS
Automobile accident,1/27/1951,FALSE, KS
Automobile accident,12/3/1950,FALSE, KS
Electrocuted,11/28/1950,FALSE, KS
Heart attack,12/13/1949,FALSE, KS
Gunfire,10/9/1949,FALSE, KS
Gunfire,4/24/1949,FALSE, KS
Gunfire,4/24/1949,FALSE, KS
Fall,2/12/1948,FALSE, KS
Gunfire,7/22/1947,FALSE, KS
Gunfire,2/3/1947,FALSE, KS
Automobile accident,12/16/1944,FALSE, KS
Gunfire,8/2/1943,FALSE, KS
Struck by vehicle,5/31/1942,FALSE, KS
Gunfire,3/28/1942,FALSE, KS
Gunfire,7/3/1939,FALSE, KS
Gunfire,4/21/1939,FALSE, KS
Gunfire,8/28/1937,FALSE, KS
Heart attack,2/12/1937,FALSE, KS
Gunfire,3/30/1936,FALSE, KS
Gunfire,3/14/1934,FALSE, KS
Gunfire,11/28/1933,FALSE, KS
Gunfire,5/31/1933,FALSE, KS
Gunfire,5/14/1933,FALSE, KS
Gunfire,2/28/1933,FALSE, KS
Gunfire,2/4/1933,FALSE, KS
Gunfire,7/29/1932,FALSE, KS
Automobile accident,6/17/1932,FALSE, KS
Gunfire,10/15/1931,FALSE, KS
Gunfire,8/14/1931,FALSE, KS
Gunfire,8/6/1931,FALSE, KS
Gunfire,4/24/1931,FALSE, KS
Gunfire (Accidental),11/20/1930,FALSE, KS
Gunfire,10/15/1930,FALSE, KS
Motorcycle accident,8/1/1930,FALSE, KS
Motorcycle accident,7/18/1930,FALSE, KS
Gunfire,5/6/1930,FALSE, KS
Gunfire,4/5/1930,FALSE, KS
Gunfire (Accidental),12/31/1929,FALSE, KS
Gunfire,12/8/1929,FALSE, KS
Gunfire,9/17/1929,FALSE, KS
Struck by vehicle,6/21/1929,FALSE, KS
Gunfire,5/18/1929,FALSE, KS
Duty related illness,11/22/1928,FALSE, KS
Automobile accident,7/26/1928,FALSE, KS
Gunfire,11/5/1927,FALSE, KS
Gunfire,9/13/1927,FALSE, KS
Gunfire,8/16/1927,FALSE, KS
Gunfire,8/9/1927,FALSE, KS
Vehicle pursuit,6/26/1927,FALSE, KS
Gunfire,9/12/1926,FALSE, KS
Gunfire,9/10/1926,FALSE, KS
Gunfire,8/25/1925,FALSE, KS
Gunfire,4/10/1925,FALSE, KS
Gunfire,1/4/1925,FALSE, KS
Gunfire,12/20/1924,FALSE, KS
Gunfire,7/2/1924,FALSE, KS
Gunfire,4/24/1924,FALSE, KS
Gunfire,12/15/1923,FALSE, KS
Gunfire,11/27/1923,FALSE, KS
Duty related illness,7/15/1923,FALSE, KS
Gunfire,11/16/1922,FALSE, KS
Gunfire,9/16/1922,FALSE, KS
Gunfire,9/1/1922,FALSE, KS
Gunfire,9/1/1922,FALSE, KS
Gunfire,8/23/1922,FALSE, KS
Gunfire,12/15/1921,FALSE, KS
Gunfire,11/23/1921,FALSE, KS
Gunfire,11/21/1921,FALSE, KS
Gunfire,11/21/1921,FALSE, KS
Gunfire,11/5/1921,FALSE, KS
Gunfire,5/19/1921,FALSE, KS
Explosion,12/30/1920,FALSE, KS
Gunfire,11/29/1920,FALSE, KS
Gunfire,11/20/1920,FALSE, KS
Gunfire,9/3/1920,FALSE, KS
Gunfire,8/3/1920,FALSE, KS
Gunfire,7/20/1920,FALSE, KS
Gunfire,3/22/1920,FALSE, KS
Gunfire,9/27/1919,FALSE, KS
Assault,7/20/1919,FALSE, KS
Assault,3/10/1918,FALSE, KS
Gunfire,2/11/1917,FALSE, KS
Gunfire,12/6/1916,FALSE, KS
Gunfire,8/16/1916,FALSE, KS
Gunfire,7/22/1916,FALSE, KS
Gunfire,7/10/1916,FALSE, KS
Gunfire,3/10/1916,FALSE, KS
Gunfire,5/23/1915,FALSE, KS
Gunfire,2/23/1915,FALSE, KS
Gunfire,11/12/1913,FALSE, KS
Gunfire,5/5/1912,FALSE, KS
Gunfire,12/11/1910,FALSE, KS
Gunfire,7/2/1910,FALSE, KS
Gunfire,1/12/1910,FALSE, KS
Gunfire,10/16/1909,FALSE, KS
Gunfire,4/14/1908,FALSE, KS
Gunfire,3/21/1908,FALSE, KS
Gunfire (Accidental),1/28/1907,FALSE, KS
Gunfire,11/27/1906,FALSE, KS
Assault,10/5/1905,FALSE, KS
Gunfire (Accidental),12/11/1904,FALSE, KS
Gunfire,2/1/1904,FALSE, KS
Gunfire,12/28/1903,FALSE, KS
Gunfire,12/26/1902,FALSE, KS
Gunfire,9/2/1902,FALSE, KS
Gunfire,11/20/1901,FALSE, KS
Gunfire,11/18/1901,FALSE, KS
Gunfire (Accidental),5/22/1901,FALSE, KS
Struck by train,1/7/1901,FALSE, KS
Electrocuted,6/25/1900,FALSE, KS
Gunfire,5/12/1900,FALSE, KS
Gunfire,2/6/1900,FALSE, KS
Gunfire,1899-10-23,FALSE, KS
Gunfire,1899-08-31,FALSE, KS
Gunfire,1899-07-28,FALSE, KS
Gunfire,1899-05-15,FALSE, KS
Gunfire,1898-04-22,FALSE, KS
Assault,1898-04-06,FALSE, KS
Gunfire,1897-10-20,FALSE, KS
Gunfire,1895-01-20,FALSE, KS
Gunfire,1893-10-26,FALSE, KS
Gunfire,1892-10-05,FALSE, KS
Gunfire,1892-09-02,FALSE, KS
Gunfire,1892-07-04,FALSE, KS
Gunfire,1892-01-23,FALSE, KS
Gunfire,1892-01-05,FALSE, KS
Gunfire,1891-05-25,FALSE, KS
Stabbed,1889-05-13,FALSE, KS
Gunfire,1888-07-25,FALSE, KS
Gunfire,1888-07-25,FALSE, KS
Gunfire,1888-07-25,FALSE, KS
Gunfire,1888-07-25,FALSE, KS
Gunfire,1888-03-16,FALSE, KS
Gunfire,1886-12-04,FALSE, KS
Gunfire,1885-06-19,FALSE, KS
Gunfire,1885-06-02,FALSE, KS
Gunfire,1885-03-14,FALSE, KS
Gunfire,1884-10-18,FALSE, KS
Gunfire,1884-09-02,FALSE, KS
Gunfire,1884-07-21,FALSE, KS
Gunfire,1883-02-01,FALSE, KS
Gunfire,1883-01-06,FALSE, KS
Gunfire,1882-06-22,FALSE, KS
Gunfire,1881-12-17,FALSE, KS
Stabbed,1881-08-04,FALSE, KS
Gunfire,1880-10-12,FALSE, KS
Gunfire,1879-10-27,FALSE, KS
Gunfire,1878-08-25,FALSE, KS
Gunfire,1878-04-09,FALSE, KS
Gunfire,1875-06-07,FALSE, KS
Stabbed,1874-11-27,FALSE, KS
Stabbed,1874-10-03,FALSE, KS
Gunfire,1873-08-18,FALSE, KS
Gunfire,1872-06-29,FALSE, KS
Gunfire (Accidental),1871-10-05,FALSE, KS
Gunfire,1871-09-23,FALSE, KS
Gunfire,1871-07-18,FALSE, KS
Gunfire,1870-11-07,FALSE, KS
Gunfire,1870-11-02,FALSE, KS
Gunfire,1870-04-20,FALSE, KS
Gunfire,1869-11-13,FALSE, KS
Gunfire,1869-09-26,FALSE, KS
Gunfire,1866-12-12,FALSE, KS
Stabbed,1866-05-08,FALSE, KS
Gunfire,11/6/2015,FALSE, KY
Gunfire,9/13/2015,FALSE, KY
Automobile accident,6/23/2015,FALSE, KY
Automobile accident,3/11/2015,FALSE, KY
Heart attack,3/5/2015,FALSE, KY
Automobile accident,4/2/2014,FALSE, KY
Heart attack,8/6/2013,FALSE, KY
Gunfire,5/25/2013,FALSE, KY
Gunfire,5/14/2013,FALSE, KY
Automobile accident,1/22/2013,FALSE, KY
Gunfire,11/14/2012,FALSE, KY
Vehicle pursuit,9/16/2012,FALSE, KY
Gunfire,8/28/2012,FALSE, KY
Automobile accident,1/23/2012,FALSE, KY
Heart attack,3/4/2011,FALSE, KY
Vehicular assault,4/29/2010,FALSE, KY
Drowned,6/7/2009,TRUE, KY
Heart attack,4/1/2008,FALSE, KY
Vehicular assault,1/10/2008,FALSE, KY
Vehicular assault,1/10/2008,TRUE, KY
Automobile accident,10/29/2007,FALSE, KY
Gunfire,6/13/2007,FALSE, KY
Automobile accident,4/2/2007,FALSE, KY
Automobile accident,12/19/2006,FALSE, KY
Gunfire (Accidental),10/31/2006,FALSE, KY
Assault,9/27/2006,FALSE, KY
Gunfire,6/2/2005,FALSE, KY
Gunfire,3/23/2005,FALSE, KY
Heart attack,1/3/2005,FALSE, KY
Struck by vehicle,6/17/2004,FALSE, KY
Automobile accident,10/5/2003,FALSE, KY
Vehicle pursuit,5/19/2003,FALSE, KY
Vehicular assault,4/16/2003,FALSE, KY
Automobile accident,12/12/2002,FALSE, KY
Automobile accident,12/10/2002,FALSE, KY
Gunfire,4/13/2002,FALSE, KY
Gunfire,11/28/2001,FALSE, KY
Gunfire,11/13/2001,FALSE, KY
Gunfire,6/9/2001,FALSE, KY
Automobile accident,4/23/2000,FALSE, KY
Gunfire,6/27/1999,FALSE, KY
Gunfire,10/14/1998,FALSE, KY
Gunfire,4/16/1998,FALSE, KY
Drowned,1/4/1998,FALSE, KY
Struck by vehicle,9/5/1997,FALSE, KY
Gunfire,3/10/1997,FALSE, KY
Automobile accident,6/26/1996,FALSE, KY
Heart attack,11/24/1995,FALSE, KY
Automobile accident,8/17/1995,FALSE, KY
Gunfire,10/27/1993,FALSE, KY
Automobile accident,5/8/1993,FALSE, KY
Stabbed,8/22/1992,FALSE, KY
Gunfire,3/18/1992,FALSE, KY
Gunfire,1/30/1992,FALSE, KY
Gunfire,1/30/1992,FALSE, KY
Automobile accident,5/23/1991,FALSE, KY
Gunfire,1/20/1991,FALSE, KY
Gunfire,10/26/1990,FALSE, KY
Gunfire,9/25/1990,FALSE, KY
Vehicular assault,4/28/1990,FALSE, KY
Heart attack,2/24/1990,FALSE, KY
Aircraft accident,9/15/1989,FALSE, KY
Heart attack,5/17/1989,FALSE, KY
Gunfire,1/10/1989,FALSE, KY
Gunfire,12/21/1988,FALSE, KY
Gunfire,11/23/1988,FALSE, KY
Automobile accident,9/10/1988,FALSE, KY
Automobile accident,5/7/1988,FALSE, KY
Heart attack,2/1/1988,FALSE, KY
Heart attack,10/26/1987,FALSE, KY
Gunfire,3/19/1987,FALSE, KY
Heart attack,1/2/1987,FALSE, KY
Struck by vehicle,12/20/1986,FALSE, KY
Electrocuted,7/29/1986,FALSE, KY
Assault,5/9/1986,FALSE, KY
Gunfire,2/16/1986,FALSE, KY
Gunfire,2/12/1986,FALSE, KY
Gunfire,1/26/1986,FALSE, KY
Gunfire (Accidental),8/23/1985,FALSE, KY
Exposure to toxins,7/5/1985,FALSE, KY
Gunfire (Accidental),12/30/1984,FALSE, KY
Struck by vehicle,12/2/1984,FALSE, KY
Gunfire,9/9/1984,FALSE, KY
Vehicular assault,6/16/1984,FALSE, KY
Assault,3/1/1984,FALSE, KY
Drowned,8/18/1983,FALSE, KY
Vehicle pursuit,6/16/1983,FALSE, KY
Gunfire,4/11/1983,FALSE, KY
Gunfire,1/4/1983,FALSE, KY
Automobile accident,4/16/1982,FALSE, KY
Gunfire,8/7/1981,FALSE, KY
Automobile accident,1/27/1981,FALSE, KY
Gunfire,10/1/1980,FALSE, KY
Automobile accident,8/14/1980,FALSE, KY
Gunfire,6/30/1980,FALSE, KY
Gunfire,4/3/1980,FALSE, KY
Gunfire,11/7/1979,FALSE, KY
Gunfire,10/16/1979,FALSE, KY
Gunfire,5/15/1979,FALSE, KY
Motorcycle accident,5/12/1979,FALSE, KY
Gunfire,3/4/1979,FALSE, KY
Gunfire,2/11/1979,FALSE, KY
Automobile accident,1/5/1979,FALSE, KY
Motorcycle accident,11/6/1978,FALSE, KY
Gunfire,6/26/1978,FALSE, KY
Assault,10/2/1977,FALSE, KY
Gunfire,5/16/1977,FALSE, KY
Vehicular assault,4/26/1977,FALSE, KY
